"Includes Amazon Marketplace, Fulfillment by Amazon (FBA), and Amazon Webstore transactions"
"All amounts in INR, unless specified"
"Definitions:"
"Date/Time: Posted date/time of the transaction"
"Total sales tax liable:Includes GST or sales tax collected from buyers for product sales, shipping, and gift wrap."
"TCS-CGST:Tax Collected at Source from Central GST"
"TCS-SGST:Tax Collected at Source from State GST"
"TCS-IGST:Tax Collected at Source from Integrated GST"
"TDS (Section 194-O): Tax Deducted at Source under Section 194-O of Income tax Act, 1961"
"Selling fees: Includes variable closing fees and referral fees."
"Other transaction fees: Includes shipping chargebacks, shipping holdbacks, and sales tax collection fees."
"Other: Includes non-order transaction amounts. For more details, see the ""Type"" and ""Description"" columns for each order ID."
"Note: Reports with start date of 1 Jan 2025 or later are indexed by posted date, include both released and deferred transactions and have two new columns. You may need to update integrations or third-party mappings."
"date/time","settlement id","type","order id","Sku","description","quantity","marketplace","account type","fulfillment","order city","order state","order postal","product sales","shipping credits","gift wrap credits","promotional rebates","Total sales tax liable(GST before adjusting TCS)","TCS-CGST","TCS-SGST","TCS-IGST","TDS (Section 194-O)","selling fees","fba fees","other transaction fees","other","total","Transaction Status","Transaction Release Date"
"26 May 2026 8:33:07 am UTC","27129776332","Order","171-3958602-2641934","LancingDevicePen_100Rounds","Lancing Device Pen & 100 Round Lancets (Compatible for use with all brands of Glucometers), Blue Compatiable with Accu Check Dr Morpen (device pen 100","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","PUNE","MAHARASHTRA","411004","189.52","0","0","0","9.48","0","0","-0.95","0","0","0","-1.18","0","196.87","Deferred",
"26 May 2026 8:33:14 am UTC","27129776332","Shipping Services","405-4624861-6773113","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-64.90","0","-64.90","Deferred",
"26 May 2026 8:33:17 am UTC","27129776332","Shipping Services","407-4091613-3096306","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-64.90","0","-64.90","Deferred",
"26 May 2026 8:33:19 am UTC","27129776332","Shipping Services","408-5869252-6278755","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-64.90","0","-64.90","Deferred",
"26 May 2026 8:34:03 am UTC","27129776332","Shipping Services","171-3958602-2641934","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-64.90","0","-64.90","Deferred",
"26 May 2026 8:34:41 am UTC","27129776332","Order","403-9185615-6907506","B0FHKN2Q5C","Dr. Morepen Supported Glucometer Round Blood Lancet 200 Pcs Blue Colour | VATS 200 Round Blood Lancet 200 Pieces Glucometer Lancets (Blue Colour)","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","GURUGRAM","HARYANA","122002","185.71","0","0","0","9.29","0","0","-0.93","0","0","0","-1.18","0","192.89","Deferred",
"26 May 2026 8:35:23 am UTC","27129776332","Shipping Services","403-9185615-6907506","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-64.90","0","-64.90","Deferred",
"26 May 2026 8:35:24 am UTC","27129776332","Order","407-1256552-6757162","SW-BMGC-SV9V","Taylor Tomahawk Percussion Reflex Hammer For Neurological Examination (Black)","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","NADIA","West Bengal","741235","178.10","0","0","0","8.90","0","0","-0.89","0","0","0","-1.18","0","184.93","Deferred",
"26 May 2026 8:35:57 am UTC","27129776332","Shipping Services","407-1256552-6757162","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-64.90","0","-64.90","Deferred",
"26 May 2026 8:55:45 am UTC","27175509832","Order","407-4487139-6161968","Q6-PG99-VZLU","DR. MOREPEN GlucoOne Blood Glucose Monitor Model BG 03 with 25 Strips","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","KOTA","RAJASTHAN","324009","432.38","0","0","0","21.62","-1.08","-1.08","0","0","0","0","-25.96","0","425.88","Released","3 Jun 2026 5:29:49 pm UTC"
"26 May 2026 8:56:37 am UTC","27175509832","Shipping Services","407-4487139-6161968","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-64.90","0","-64.90","Released","3 Jun 2026 6:14:48 pm UTC"
"26 May 2026 10:16:10 am UTC","27129830212","Shipping Services","406-0119213-4689950","","Amazon Easy Ship Weight Handling Fee Reversal","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","","","","","0","0","0","0","0","0","0","0","0","0","0","64.90","0","64.90","Deferred",
"26 May 2026 10:34:14 am UTC","27129830212","Refund","406-0119213-4689950","OB-SK2N-S8TT","Dr. Morepen Supported Glucometer Round Blood Lancet 200 Pcs Blue Colour | VATS 200 Round Blood Lancet 200 Pieces Glucometer Lancets (Blue Colour)","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","BHIM","RAJASTHAN","305921","-170.48","0","0","0","-8.52","0.43","0.43","0","0","0","0","1.18","0","-176.96","Deferred",
"27 May 2026 3:30:04 am UTC","27129776332","Service Fee","","","Cost of Advertising","","","Electronic Transactions (Credit Card/Net Banking/GC)","","","","","0","0","0","0","0","0","0","0","0","0","0","-2,044.82","-368.07","-2,412.89","Released","27 May 2026 3:30:04 am UTC"
"27 May 2026 10:23:21 am UTC","27129776332","Shipping Services","405-7393603-3074702","","Amazon Easy Ship Weight Handling Fee Reversal","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","","","","","0","0","0","0","0","0","0","0","0","0","0","64.90","0","64.90","Deferred",
"27 May 2026 10:38:03 am UTC","27129776332","Refund","405-7393603-3074702","QG-YMXG-BWXK","VATS Original Diamond Regular BP Cuff with Bladder, Bulb & Valve | Silicone tubing and Bladder | Standard Size Arm Cuff for Manual Sphygmomanometer |","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","Bareilly","Uttar Pradesh","243503","-618.10","0","0","0","-30.90","0","0","3.09","0","0","0","53.10","0","-592.81","Deferred",
"27 May 2026 10:41:07 am UTC","27175655182","Refund","406-2999864-1803552","SW-BMGC-SV9V","Taylor Tomahawk Percussion Reflex Hammer For Neurological Examination (Black)","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","NANDED WAGHALA","MAHARASHTRA","431606","-178.10","0","0","0","-8.90","0","0","0.89","0","-53.10","0","0","0","-239.21","Released","2 Jun 2026 7:46:04 am UTC"
"27 May 2026 7:16:33 pm UTC","27129776332","Service Fee","402-6698799-4921918","","Order Cancellation Charge","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Released","27 May 2026 7:16:33 pm UTC"
"28 May 2026 2:09:26 am UTC","27129830212","Shipping Services","408-8775575-0882742","","Amazon Easy Ship Weight Handling Fee Reversal","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","","","","","0","0","0","0","0","0","0","0","0","0","0","64.90","0","64.90","Deferred",
"28 May 2026 2:25:03 am UTC","27129830212","Refund","408-8775575-0882742","B0FHKN2Q5C","Dr. Morepen Supported Glucometer Round Blood Lancet 200 Pcs Blue Colour | VATS 200 Round Blood Lancet 200 Pieces Glucometer Lancets (Blue Colour)","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","KESARIA","BIHAR","845424","-170.48","0","0","0","-8.52","0","0","0.85","0","0","0","1.18","0","-176.97","Deferred",
"28 May 2026 7:36:05 am UTC","27129776332","Service Fee","","","Cost of Advertising","","","Electronic Transactions (Credit Card/Net Banking/GC)","","","","","0","0","0","0","0","0","0","0","0","0","0","-2,028.46","-365.12","-2,393.58","Released","28 May 2026 7:36:05 am UTC"
"29 May 2026 3:56:25 am UTC","27175509832","Refund","407-7175714-3885111","B0FHKN2Q5C","Dr. Morepen Supported Glucometer Round Blood Lancet 200 Pcs Blue Colour | VATS 200 Round Blood Lancet 200 Pieces Glucometer Lancets (Blue Colour)","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","PUNE","MAHARASHTRA","411057","-185.71","0","0","0","-9.29","0","0","0.93","0","-53.10","0","0","0","-247.17","Deferred",
"29 May 2026 6:34:22 am UTC","27175509832","Transfer","","","To account ending with: 543","","","Electronic Transactions (Credit Card/Net Banking/GC)","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-18,377.06","-18,377.06","Released","29 May 2026 6:34:22 am UTC"
"29 May 2026 6:39:29 am UTC","27175655182","Transfer","","","To account ending with: 543","","","Cash On Delivery Transactions and Non-Transactional Fees","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-27,195.71","-27,195.71","Released","29 May 2026 6:39:29 am UTC"
"29 May 2026 9:56:10 am UTC","27175509832","Service Fee","","","Cost of Advertising","","","Electronic Transactions (Credit Card/Net Banking/GC)","","","","","0","0","0","0","0","0","0","0","0","0","0","-2,023.22","-364.18","-2,387.40","Released","29 May 2026 9:56:10 am UTC"
"29 May 2026 10:52:04 pm UTC","27175655182","Shipping Services","405-2118125-3505103","","Amazon Easy Ship Weight Handling Fee Reversal","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","","","","","0","0","0","0","0","0","0","0","0","0","0","64.90","0","64.90","Deferred",
"29 May 2026 11:06:26 pm UTC","27175655182","Refund","405-2118125-3505103","JR-EFPC-8UTV","Quacc Curved Fishing Forceps Piercing Pliers Stainless Steel Fishing Hemostats for Nurses, Fishing Enthusiasts, Crafts","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","JAGTIAL","TELANGANA","505460","-265.71","0","0","0","-13.29","0","0","1.33","0","0","0","1.18","0","-276.49","Deferred",
"30 May 2026 9:08:04 am UTC","27175509832","Order","404-2957037-7141137","B0FHKN2Q5C","Dr. Morepen Supported Glucometer Round Blood Lancet 200 Pcs Blue Colour | VATS 200 Round Blood Lancet 200 Pieces Glucometer Lancets (Blue Colour)","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","NEW DELHI","DELHI","110075","185.71","0","0","0","9.29","0","0","-0.93","0","0","0","-1.18","0","192.89","Deferred",
"30 May 2026 9:08:09 am UTC","27175509832","Order","404-0620771-9432338","Q6-PG99-VZLU","DR. MOREPEN GlucoOne Blood Glucose Monitor Model BG 03 with 25 Strips","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","DHARMAPURI","TAMIL NADU","636705","427.62","0","0","0","21.38","0","0","-2.14","0","0","0","-25.96","0","420.90","Deferred",
"30 May 2026 9:08:09 am UTC","27175655182","Order","407-3237521-0203532","Q6-PG99-VZLU","DR. MOREPEN GlucoOne Blood Glucose Monitor Model BG 03 with 25 Strips","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","PATHANAMTHITTA","KERALA","689548","427.62","0","0","0","21.38","0","0","-2.14","-0.44","0","0","-25.96","0","420.46","Deferred",
"30 May 2026 9:08:11 am UTC","27175655182","Order","408-9435860-3482741","Q6-PG99-VZLU","DR. MOREPEN GlucoOne Blood Glucose Monitor Model BG 03 with 25 Strips","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","ETAH","UTTAR PRADESH","207250","427.62","0","0","0","21.38","0","0","-2.14","0","0","0","-25.96","0","420.90","Deferred",
"30 May 2026 9:08:15 am UTC","27175509832","Order","408-2328753-4315552","B0FQ5YBL6S","Dr. Morepen Supported Glucometer Round Blood Lancet 100 Pcs Blue Colour | VATS 100 Round Blood Lancet 100 Pieces Glucometer Lancets (Blue Colour)","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","banbasa","UTTARAKHAND","262310","151.69","0","0","0","27.31","0","0","-0.76","0","0","0","-1.18","0","177.06","Deferred",
"30 May 2026 9:08:15 am UTC","27175509832","Order","406-4634895-9940335","B0FHKN2Q5C","Dr. Morepen Supported Glucometer Round Blood Lancet 200 Pcs Blue Colour | VATS 200 Round Blood Lancet 200 Pieces Glucometer Lancets (Blue Colour)","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","gaziabad","UTTAR PRADESH","201017","185.71","0","0","0","9.29","0","0","-0.93","-0.19","0","0","-1.18","0","192.70","Deferred",
"30 May 2026 9:08:19 am UTC","27175509832","Order","407-6387012-8625955","B0FHKN2Q5C","Dr. Morepen Supported Glucometer Round Blood Lancet 200 Pcs Blue Colour | VATS 200 Round Blood Lancet 200 Pieces Glucometer Lancets (Blue Colour)","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","HYDERABAD","TELANGANA","500049","185.71","0","0","0","9.29","0","0","-0.93","0","0","0","-1.18","0","192.89","Deferred",
"30 May 2026 9:08:19 am UTC","27175655182","Order","404-4838869-4944301","B0FHKN2Q5C","Dr. Morepen Supported Glucometer Round Blood Lancet 200 Pcs Blue Colour | VATS 200 Round Blood Lancet 200 Pieces Glucometer Lancets (Blue Colour)","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","VARANASI","UTTAR PRADESH","221003","185.71","0","0","0","9.29","0","0","-0.93","0","0","0","-1.18","0","192.89","Deferred",
"30 May 2026 9:08:20 am UTC","27175655182","Order","402-9168785-8078737","Q6-PG99-VZLU","DR. MOREPEN GlucoOne Blood Glucose Monitor Model BG 03 with 25 Strips","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","SRIKAKULAM","ANDHRA PRADESH","532429","427.62","0","0","0","21.38","0","0","-2.14","-0.44","0","0","-25.96","0","420.46","Deferred",
"30 May 2026 9:08:20 am UTC","27175655182","Order","407-3728892-3786732","GB-MKN2-C7DX","BP Cuff with Bulb and Valve for Diamond and Other Brands Blood Pressure Monitor, Adult Size, Corded Electric","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","CHHATRAL INA","GUJARAT","382729","284.76","0","0","0","14.24","0","0","-1.42","0","0","0","-1.18","0","296.40","Deferred",
"30 May 2026 9:08:20 am UTC","27175509832","Order","406-0996539-3543506","SW-BMGC-SV9V","Taylor Tomahawk Percussion Reflex Hammer For Neurological Examination (Black)","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","JAIPUR","RAJASTHAN","303702","178.10","0","0","0","8.90","-0.45","-0.45","0","-0.18","0","0","-1.18","0","184.74","Deferred",
"30 May 2026 9:08:21 am UTC","27175509832","Order","405-3537388-9873933","QV-DKIC-8EG0","Aneroid Dial Type Sphygmomanometer Blood Pressure Monitor | BP Apparatus Manual | Manual Blood Pressure Machine| For Precise Measurements | Readable a","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","GHAZIABAD","UTTAR PRADESH","201009","580.00","0","0","-23.20","27.84","0","0","-2.78","0","0","0","-53.10","0","528.76","Deferred",
"30 May 2026 9:08:23 am UTC","27175509832","Order","403-1968819-4697956","XP-HBV7-CU5V","Taylor Tomahawk Percussion Reflex Hammer for Neurological Examination","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","Nagpur","MAHARASHTRA","441108","176.19","0","0","0","8.81","0","0","-0.88","-0.19","0","0","-1.18","0","182.75","Deferred",
"30 May 2026 9:08:23 am UTC","27175509832","Order","402-1371904-4227548","JR-EFPC-8UTV","Quacc Curved Fishing Forceps Piercing Pliers Stainless Steel Fishing Hemostats for Nurses, Fishing Enthusiasts, Crafts","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","UKHRUL","MANIPUR","795142","265.71","0","0","0","13.29","0","0","-1.33","-0.27","0","0","-1.18","0","276.22","Deferred",
"30 May 2026 9:08:25 am UTC","27175655182","Order","402-7648629-1083507","JR-EFPC-8UTV","Quacc Curved Fishing Forceps Piercing Pliers Stainless Steel Fishing Hemostats for Nurses, Fishing Enthusiasts, Crafts","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","MANNARKAD","KERALA","678762","265.71","0","0","0","13.29","0","0","-1.33","0","0","0","-1.18","0","276.49","Deferred",
"30 May 2026 9:08:25 am UTC","27175655182","Order","407-1738133-3693128","B0FHKN2Q5C","Dr. Morepen Supported Glucometer Round Blood Lancet 200 Pcs Blue Colour | VATS 200 Round Blood Lancet 200 Pieces Glucometer Lancets (Blue Colour)","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","GONDA","UTTAR PRADESH","271001","185.71","0","0","0","9.29","0","0","-0.93","0","0","0","-1.18","0","192.89","Deferred",
"30 May 2026 9:08:25 am UTC","27175509832","Order","408-6103356-1649166","NF-MDW6-E5UB","LawMed Care Kelly Hemostat Forceps 5.5 CVD","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","Pune","MAHARASHTRA","411044","246.67","0","0","0","12.33","0","0","-1.23","-0.25","0","0","-1.18","0","256.34","Deferred",
"30 May 2026 9:08:26 am UTC","27175655182","Order","406-7623255-5877919","Q6-PG99-VZLU","DR. MOREPEN GlucoOne Blood Glucose Monitor Model BG 03 with 25 Strips","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","ERNAKULAM","KERALA","686664","427.62","0","0","0","21.38","0","0","-2.14","0","0","0","-25.96","0","420.90","Deferred",
"30 May 2026 9:08:26 am UTC","27175655182","Order","405-0064959-9906737","5X-54R3-R6I5","BMEDO Blood Lancet Pen for Glucose Testing | Adjustable Depth Lancing Device for Painless Blood Sampling | Compatible with Most Lancets | Easy to Use","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","MOGA","PUNJAB","142046","144.00","0","0","0","0","0","0","0","0","0","0","-1.18","0","142.82","Deferred",
"30 May 2026 9:08:26 am UTC","27175509832","Order","402-8608377-1544327","Q6-PG99-VZLU","DR. MOREPEN GlucoOne Blood Glucose Monitor Model BG 03 with 25 Strips","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","Bengaluru","KARNATAKA","560077","427.62","0","0","0","21.38","0","0","-2.14","0","0","0","-25.96","0","420.90","Deferred",
"30 May 2026 9:08:27 am UTC","27175509832","Order","408-2914187-1831534","B0FHKN2Q5C","Dr. Morepen Supported Glucometer Round Blood Lancet 200 Pcs Blue Colour | VATS 200 Round Blood Lancet 200 Pieces Glucometer Lancets (Blue Colour)","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","ANAND","GUJARAT","388001","185.71","0","0","0","9.29","0","0","-0.93","-0.19","0","0","-1.18","0","192.70","Deferred",
"30 May 2026 9:08:27 am UTC","27175655182","Order","408-1198863-0521128","YA-8L8P-ZM11","VATS Original Diamond BP Cuff with Bladder, Bulb and Valve | Blood Pressure Monitor Durable, Easy to Use, Medical Grade (Deluxe BP Cuff with Bladder51","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","KUPPAM","ANDHRA PRADESH","517425","760.95","0","0","0","38.05","0","0","-3.80","0","0","0","-53.10","0","742.10","Deferred",
"30 May 2026 9:08:27 am UTC","27175509832","Order","402-9235733-6179511","Q6-PG99-VZLU","DR. MOREPEN GlucoOne Blood Glucose Monitor Model BG 03 with 25 Strips","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","MASAT HUGLI DISTRICT","WEST BENGAL","712701","427.62","0","0","0","21.38","0","0","-2.14","0","0","0","-25.96","0","420.90","Deferred",
"30 May 2026 9:08:28 am UTC","27175509832","Order","408-7332109-8025900","Q6-PG99-VZLU","DR. MOREPEN GlucoOne Blood Glucose Monitor Model BG 03 with 25 Strips","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","Mumbai","MAHARASHTRA","400005","427.62","0","0","0","21.38","0","0","-2.14","-0.44","0","0","-25.96","0","420.46","Deferred",
"30 May 2026 9:08:28 am UTC","27175655182","Order","406-3281802-6995556","HL-QR45-P2LQ","VATS Wireless Hearing Aid Earbuds (Black, New 2) - Rechargeable Bluetooth-Style Sound Amplifier for Seniors | Noise Reduction & Discreet Hearing Devic","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","VADODARA","GUJARAT","390008","3,139.00","0","0","-62.78","0","0","0","0","0","-290.40","0","-89.68","0","2,696.14","Deferred",
"30 May 2026 9:08:29 am UTC","27175509832","Order","402-3978433-6865918","Q6-PG99-VZLU","DR. MOREPEN GlucoOne Blood Glucose Monitor Model BG 03 with 25 Strips","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","PUDUCHERRY","PUDUCHERRY","605009","427.62","0","0","0","21.38","0","0","-2.14","-0.44","0","0","-25.96","0","420.46","Deferred",
"30 May 2026 9:08:29 am UTC","27175509832","Order","406-9336348-0197145","B0FQ5KNQ5N","Lancing Device Pen & 100 Round Lancets (Compatible for use with all brands of Glucometers), Blue Compatiable with Accu Check Dr Morpen (device pen 100","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","BENGALURU","KARNATAKA","560068","166.10","0","0","-6.64","28.70","0","0","-0.80","0","0","0","-1.18","0","186.18","Deferred",
"30 May 2026 9:08:31 am UTC","27175655182","Order","407-3630523-8952357","JR-EFPC-8UTV","Quacc Curved Fishing Forceps Piercing Pliers Stainless Steel Fishing Hemostats for Nurses, Fishing Enthusiasts, Crafts","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","AIZAWL","MIZORAM","796001","265.71","0","0","0","13.29","0","0","-1.33","0","0","0","-1.18","0","276.49","Deferred",
"30 May 2026 9:08:31 am UTC","27175655182","Order","408-9934296-7161145","Q6-PG99-VZLU","DR. MOREPEN GlucoOne Blood Glucose Monitor Model BG 03 with 25 Strips","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","pandikkad 676521","KERALA","676521","427.62","0","0","0","21.38","0","0","-2.14","0","0","0","-25.96","0","420.90","Deferred",
"30 May 2026 9:08:32 am UTC","27175655182","Order","408-4318247-8581105","Q6-PG99-VZLU","DR. MOREPEN GlucoOne Blood Glucose Monitor Model BG 03 with 25 Strips","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","PERNEM","GOA","403512","427.62","0","0","0","21.38","0","0","-2.14","0","0","0","-25.96","0","420.90","Deferred",
"30 May 2026 9:08:32 am UTC","27175655182","Order","403-1573088-3262766","JR-EFPC-8UTV","Quacc Curved Fishing Forceps Piercing Pliers Stainless Steel Fishing Hemostats for Nurses, Fishing Enthusiasts, Crafts","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","KOLKATA","WEST BENGAL","700002","265.71","0","0","0","13.29","0","0","-1.33","-0.28","0","0","-1.18","0","276.21","Deferred",
"30 May 2026 9:08:32 am UTC","27175655182","Order","405-4783769-1326733","Q6-PG99-VZLU","DR. MOREPEN GlucoOne Blood Glucose Monitor Model BG 03 with 25 Strips","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","HYDERABAD","TELANGANA","500054","427.62","0","0","0","21.38","0","0","-2.14","0","0","0","-25.96","0","420.90","Deferred",
"30 May 2026 9:08:33 am UTC","27175509832","Order","407-2309150-1297147","RoundBloodLancets_100_pcs","VATSALYA MEDTECH Round Blood Lancets - 100 Pcs (Blue) | Compatible with Dr. Morepen Glucometer & All Lancing Devices | Sterile & Single Use | Painless","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","RAMNAGAR","BIHAR","845103","170.48","0","0","0","8.52","0","0","-0.85","-0.18","0","0","-1.18","0","176.79","Deferred",
"30 May 2026 9:08:34 am UTC","27175655182","Order","404-4658427-7629168","QG-YMXG-BWXK","VATS Original Diamond Regular BP Cuff with Bladder, Bulb & Valve | Silicone tubing and Bladder | Standard Size Arm Cuff for Manual Sphygmomanometer |","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","Kozhikode","KERALA","673328","618.10","0","0","0","30.90","0","0","-3.09","-0.63","0","0","-53.10","0","592.18","Deferred",
"30 May 2026 9:08:34 am UTC","27175655182","Order","404-4658427-7629168","33-MN8L-TMXN","Diamond Obese Cuff Assembly Set for Blood Pressure Monitor | Original Replacement BP Cuff for Large Arm Size | Durable, Comfortable & Accurate Fit","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","Kozhikode","KERALA","673328","856.19","0","0","0","42.81","0","0","-4.28","-0.87","0","0","-53.10","0","840.75","Deferred",
"30 May 2026 9:08:35 am UTC","27175509832","Order","402-0652093-7505917","B0FQ5KNQ5N","Lancing Device Pen & 100 Round Lancets (Compatible for use with all brands of Glucometers), Blue Compatiable with Accu Check Dr Morpen (device pen 100","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","KUREEKKAD","KERALA","682305","166.10","0","0","0","29.90","0","0","-0.83","0","0","0","-1.18","0","193.99","Deferred",
"30 May 2026 9:08:36 am UTC","27175509832","Order","402-9346136-6060322","B0FHKN2Q5C","Dr. Morepen Supported Glucometer Round Blood Lancet 200 Pcs Blue Colour | VATS 200 Round Blood Lancet 200 Pieces Glucometer Lancets (Blue Colour)","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","BENGALURU","KARNATAKA","560036","185.71","0","0","0","9.29","0","0","-0.93","-0.19","0","0","-1.18","0","192.70","Deferred",
"30 May 2026 9:08:36 am UTC","27175655182","Order","404-0967896-7299555","XG-NG2E-YVR1","VATS Hemostatic Artery Forceps - Premium Stainless Steel Hemostatic Clamps for Surgical, Dental & Veterinary Use","4","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","Hazaribagh","JHARKHAND","825301","1,253.32","0","0","-50.12","60.16","0","0","-6.00","-1.22","0","0","-103.84","0","1,152.30","Deferred",
